filename,foreheadHorizEdges,foreheadVertEdges,eyeSidesHorizEdges,eyeSidesVertEdges,chinHorizEdges,chinVertEdges,emotion
3818.jpg,0,0,8,0,0,32,happy
1811.jpg,0,0,10,0,0,3,happy
5945.jpg,0,0,0,0,0,9,happy
2977.jpg,0,0,9,0,4,26,neutral
6944.jpg,0,0,12,1,7,18,happy
4841.jpg,0,0,2,0,1,15,confident
4174.jpg,0,0,13,0,4,30,angry
1276.jpg,0,0,0,0,3,23,happy
2167.jpg,0,0,16,0,12,33,angry
613.jpg,0,0,19,0,0,13,sad
4066.jpg,0,0,9,0,12,21,happy
2602.jpg,0,0,15,0,27,23,surprised
6778.jpg,0,0,5,0,1,29,anxious
109.jpg,0,0,7,0,1,13,happy
634.jpg,0,0,1,0,0,16,anxious
6329.jpg,0,0,14,9,27,23,neutral
5628.jpg,0,0,17,0,0,16,happy
5441.jpg,0,0,13,0,18,33,neutral
1211.jpg,0,0,11,0,1,27,confident
4786.jpg,0,0,10,0,0,18,confident
6687.jpg,0,0,4,0,7,23,neutral
6481.jpg,0,0,1,0,0,28,happy
5614.jpg,0,0,5,0,7,26,confident
6122.jpg,0,0,6,0,0,18,happy
539.jpg,0,0,12,0,6,17,confident
1625.jpg,0,0,3,0,0,14,happy
621.jpg,0,0,10,0,0,2,neutral
4744.jpg,0,0,9,0,0,1,confident
3956.jpg,0,0,15,0,11,27,happy
160.jpg,0,0,10,0,10,27,happy
3177.jpg,0,0,11,0,0,29,confident
3105.jpg,0,0,10,0,0,20,neutral
298.jpg,0,0,12,0,0,25,happy
5294.jpg,0,0,9,0,0,24,angry
5281.jpg,0,0,14,0,32,29,neutral
1286.jpg,0,0,18,0,0,16,anxious
302.jpg,0,0,6,0,0,20,happy
6817.jpg,0,0,2,3,0,28,happy
4768.jpg,0,0,16,0,6,19,happy
2349.jpg,0,0,19,0,0,15,happy
2153.jpg,0,0,3,0,0,22,neutral
3058.jpg,0,0,7,0,0,24,happy
506.jpg,0,0,19,0,8,34,neutral
3579.jpg,0,0,4,0,11,24,surprised
1178.jpg,0,0,14,0,3,31,confident
1989.jpg,0,0,5,0,2,17,happy
1064.jpg,0,0,12,0,0,6,happy
212.jpg,0,0,12,0,0,28,angry
4915.jpg,0,0,10,0,3,19,confident
6882.jpg,0,0,7,0,9,20,happy
4295.jpg,0,0,1,0,0,14,anxious
1833.jpg,0,0,19,0,7,29,happy
2373.jpg,0,0,5,0,11,14,happy
3825.jpg,0,0,9,0,0,8,angry
3841.jpg,0,0,10,0,0,30,neutral
4709.jpg,0,0,10,5,0,4,happy
500.jpg,0,0,14,0,0,13,neutral
4628.jpg,0,0,0,0,0,28,neutral
2900.jpg,0,0,4,0,0,9,happy
162.jpg,0,0,8,0,0,13,happy
2773.jpg,0,0,15,0,0,26,happy
4028.jpg,6,0,4,0,1,12,neutral
565.jpg,0,0,5,0,11,18,neutral
4702.jpg,0,0,12,0,7,21,happy
1120.jpg,0,0,12,0,10,28,happy
6494.jpg,0,0,6,0,4,14,confident
1093.jpg,0,0,11,0,6,20,happy
1285.jpg,0,0,3,0,5,14,neutral
3441.jpg,0,0,14,0,3,26,angry
5812.jpg,0,0,5,0,0,11,happy
1384.jpg,3,0,7,0,0,12,angry
226.jpg,0,0,8,0,0,13,happy
2025.jpg,0,0,8,0,0,19,neutral
2985.jpg,0,0,7,16,10,23,happy
4823.jpg,0,0,6,0,0,0,happy
4116.jpg,5,0,11,0,11,9,anxious
5966.jpg,0,0,13,0,0,13,confident
5557.jpg,0,0,13,0,5,23,neutral
4808.jpg,0,0,15,0,7,22,neutral
92.jpg,0,0,3,0,20,28,neutral
4715.jpg,1,0,3,0,0,1,happy
84.jpg,0,0,15,0,15,13,happy
2678.jpg,0,0,13,0,1,27,happy
6619.jpg,0,0,16,0,0,21,anxious
5769.jpg,0,0,17,0,11,34,happy
1192.jpg,0,0,2,0,0,14,happy
6191.jpg,7,0,9,0,0,11,happy
4918.jpg,0,0,15,0,3,12,confident
756.jpg,0,0,18,0,0,17,surprised
2907.jpg,0,0,18,0,0,22,neutral
3371.jpg,0,0,12,0,33,34,happy
6482.jpg,0,0,9,0,5,26,happy
1156.jpg,0,0,9,0,22,22,happy
1943.jpg,0,0,11,0,3,21,happy
4730.jpg,0,0,3,0,0,10,neutral
3815.jpg,0,0,9,0,0,11,surprised
1640.jpg,0,0,13,0,0,33,happy
6199.jpg,0,0,3,0,0,32,happy
47.jpg,0,0,15,0,10,33,happy
1849.jpg,0,0,7,0,14,16,happy
2345.jpg,0,0,2,0,1,10,anxious
131.jpg,0,0,15,0,4,13,sad
815.jpg,0,0,0,0,0,10,happy
6477.jpg,0,0,19,0,11,36,anxious
1159.jpg,0,0,2,0,20,17,happy
6835.jpg,0,0,14,0,0,5,neutral
907.jpg,0,0,0,0,1,22,neutral
1066.jpg,0,0,17,0,0,30,happy
323.jpg,0,0,10,0,7,26,anxious
4133.jpg,6,0,7,0,0,17,anxious
2149.jpg,0,0,6,0,0,12,happy
1110.jpg,0,0,13,0,0,20,happy
1707.jpg,0,0,12,0,13,18,sad
3692.jpg,0,0,8,0,0,20,happy
921.jpg,0,0,10,0,0,25,neutral
5425.jpg,0,0,8,0,0,27,neutral
1720.jpg,0,0,11,0,22,26,happy
908.jpg,0,0,12,0,1,17,neutral
6780.jpg,0,0,4,0,0,21,happy
71.jpg,0,0,4,0,1,11,happy
4221.jpg,0,0,10,0,0,15,happy
4215.jpg,2,0,10,0,8,31,confident
5642.jpg,0,0,9,0,5,20,confident
5562.jpg,0,0,9,0,2,24,happy
222.jpg,0,0,6,0,0,27,happy
4604.jpg,0,0,13,0,11,19,happy
5898.jpg,0,0,9,0,5,21,neutral
3318.jpg,0,0,8,0,9,23,confident
1313.jpg,0,0,8,0,2,24,happy
2997.jpg,0,0,2,0,2,25,happy
1104.jpg,0,0,18,0,0,30,anxious
2073.jpg,0,0,15,0,3,26,happy
2822.jpg,0,0,8,0,0,26,angry
179.jpg,0,0,16,9,0,41,happy
5569.jpg,0,0,7,0,0,23,anxious
1949.jpg,0,0,9,0,8,24,neutral
5553.jpg,0,0,11,0,4,33,happy
4583.jpg,0,0,11,5,0,18,anxious
4551.jpg,0,0,11,0,9,26,anxious
5355.jpg,0,0,10,0,18,19,happy
1392.jpg,5,0,7,0,0,13,happy
3562.jpg,0,0,11,0,0,16,sad
680.jpg,0,0,14,0,0,41,sad
2235.jpg,0,0,15,0,5,22,neutral
6315.jpg,0,0,9,0,1,25,neutral
1571.jpg,8,0,9,0,0,0,happy
4775.jpg,0,0,9,0,8,34,neutral
423.jpg,0,0,14,0,8,25,surprised
5936.jpg,0,0,6,6,16,29,happy
3540.jpg,0,0,6,0,0,5,happy
2.jpg,0,0,10,0,0,12,happy
4005.jpg,0,0,11,0,2,24,neutral
1595.jpg,0,0,8,0,5,24,happy
3367.jpg,0,0,3,0,3,27,angry
777.jpg,0,0,12,0,21,24,confident
6986.jpg,0,0,12,0,0,30,happy
977.jpg,0,0,1,0,0,16,happy
138.jpg,0,0,7,0,2,26,happy
3763.jpg,0,0,8,0,7,19,happy
6652.jpg,0,0,6,0,0,1,angry
3076.jpg,0,0,10,0,0,25,happy
1673.jpg,0,0,8,0,2,28,happy
2725.jpg,0,0,22,0,13,48,happy
3644.jpg,0,0,9,0,3,12,neutral
4688.jpg,0,0,12,0,0,14,confident
2688.jpg,0,0,11,0,5,13,sad
4995.jpg,0,0,10,0,0,14,happy
5697.jpg,0,0,14,0,0,31,happy
2590.jpg,0,0,11,20,3,20,happy
5284.jpg,0,0,7,0,6,17,happy
1894.jpg,0,0,1,0,0,15,surprised
444.jpg,0,0,5,0,4,11,happy
1589.jpg,0,0,12,0,2,18,happy
4963.jpg,0,0,7,0,12,7,confident
916.jpg,0,0,8,0,6,33,happy
1328.jpg,0,0,4,0,0,25,happy
4683.jpg,0,0,11,0,1,24,neutral
2833.jpg,0,0,14,0,9,28,happy
3785.jpg,0,0,5,0,34,30,neutral
2252.jpg,0,0,3,0,0,24,confident
5586.jpg,0,0,20,0,0,27,anxious
2260.jpg,0,0,13,0,1,28,anxious
2507.jpg,0,0,10,0,0,13,happy
2487.jpg,0,0,6,0,0,14,angry
2287.jpg,1,0,8,0,0,5,happy
3572.jpg,0,0,13,0,8,18,happy
6757.jpg,0,0,10,0,0,19,neutral
3011.jpg,0,0,8,0,2,19,happy
3057.jpg,0,0,12,0,23,31,happy
576.jpg,0,0,5,3,11,19,happy
6860.jpg,0,0,9,0,3,22,happy
4814.jpg,0,0,10,0,0,29,neutral
2865.jpg,0,0,13,0,0,15,sad
6830.jpg,0,0,7,0,0,25,anxious
2469.jpg,0,0,8,0,0,31,happy
3144.jpg,0,0,18,0,0,21,happy
1765.jpg,0,0,16,0,0,23,happy
5491.jpg,0,0,10,0,9,22,happy
3197.jpg,0,0,2,0,0,13,happy
287.jpg,0,0,11,0,10,19,confident
2742.jpg,0,0,13,0,0,16,happy
5084.jpg,0,0,11,0,0,24,happy
1000.jpg,0,0,6,0,17,19,happy
5118.jpg,0,0,13,0,0,20,neutral
3292.jpg,0,0,15,0,0,15,neutral
2107.jpg,0,0,20,0,3,21,happy
2849.jpg,0,0,15,0,0,0,anxious
6367.jpg,0,0,6,0,0,20,surprised
5207.jpg,0,0,9,0,7,28,happy
1171.jpg,0,0,12,0,12,29,happy
1344.jpg,0,0,9,0,7,24,sad
6561.jpg,6,0,6,0,0,2,surprised
1803.jpg,0,0,12,0,0,20,happy
5530.jpg,0,0,14,0,0,20,happy
2916.jpg,0,0,6,0,3,23,happy
2554.jpg,9,0,6,0,0,20,happy
1353.jpg,0,0,9,0,6,6,neutral
75.jpg,0,0,0,0,3,30,anxious
4160.jpg,0,0,11,0,5,30,surprised
2897.jpg,0,0,8,0,15,26,happy
872.jpg,0,0,12,0,0,8,happy
3958.jpg,0,0,11,0,2,21,angry
5931.jpg,0,0,6,0,6,22,happy
4960.jpg,0,0,18,0,27,20,happy
3721.jpg,0,0,8,0,0,24,happy
5838.jpg,0,0,5,0,21,34,happy
556.jpg,0,0,11,0,15,30,confident
3735.jpg,0,0,16,0,0,7,happy
2744.jpg,0,0,24,0,0,19,happy
6601.jpg,0,0,1,0,0,10,surprised
915.jpg,0,0,15,0,13,29,happy
271.jpg,0,0,0,0,1,13,sad
1681.jpg,0,0,6,0,5,39,happy
3608.jpg,0,0,12,0,0,28,happy
4352.jpg,0,0,11,0,0,24,angry
5861.jpg,0,0,6,0,8,26,happy
4494.jpg,0,0,11,0,1,17,anxious
5833.jpg,0,0,12,0,11,22,angry
3650.jpg,0,0,0,0,15,16,neutral
4653.jpg,0,0,18,9,2,34,confident
1338.jpg,0,0,13,0,8,22,happy
2830.jpg,0,0,8,0,0,6,confident
1713.jpg,0,0,8,0,25,18,happy
3101.jpg,0,0,3,0,1,26,neutral
3694.jpg,5,0,5,0,11,18,happy
6533.jpg,0,0,13,9,16,25,happy
790.jpg,0,0,16,0,0,0,happy
5270.jpg,0,0,12,0,11,18,neutral
3222.jpg,0,0,6,0,0,21,happy
1288.jpg,0,0,6,0,0,11,anxious
479.jpg,0,0,13,0,9,23,neutral
2795.jpg,0,0,10,0,0,29,happy
6042.jpg,0,0,8,0,7,17,confident
2032.jpg,0,0,4,0,5,26,happy
4834.jpg,0,0,11,0,0,27,happy
4447.jpg,0,0,6,0,5,20,angry
450.jpg,0,0,1,0,0,20,happy
213.jpg,6,0,7,0,0,11,neutral
1043.jpg,0,0,16,0,0,16,sad
6113.jpg,3,0,8,0,0,7,happy
698.jpg,0,0,13,0,0,37,happy
4617.jpg,0,0,1,0,0,1,neutral
2470.jpg,0,0,13,0,5,19,neutral
2796.jpg,0,0,16,0,0,26,happy
3649.jpg,0,0,16,0,0,33,surprised
6025.jpg,0,0,11,0,0,22,angry
6402.jpg,0,0,0,0,3,19,happy
4629.jpg,0,0,10,0,5,32,happy
1649.jpg,0,0,22,0,0,23,neutral
1101.jpg,0,0,4,0,0,19,happy
3254.jpg,0,0,15,0,29,29,happy
6937.jpg,0,0,13,0,0,25,neutral
4299.jpg,0,0,7,0,0,24,neutral
49.jpg,0,0,16,0,30,31,angry
2409.jpg,0,0,11,0,16,19,angry
757.jpg,0,0,7,0,0,10,happy
6647.jpg,0,0,8,0,6,13,confident
692.jpg,0,0,5,0,8,18,neutral
1541.jpg,0,0,13,0,10,23,happy
1975.jpg,0,0,14,0,1,29,angry
3250.jpg,6,0,7,0,0,10,neutral
838.jpg,0,0,7,0,1,23,happy
4624.jpg,0,0,4,0,0,18,neutral
5862.jpg,0,0,12,0,0,33,neutral
4217.jpg,0,0,18,0,15,19,angry
4791.jpg,0,0,15,0,0,19,happy
2860.jpg,0,0,5,0,0,43,happy
2996.jpg,0,0,16,0,0,11,happy
3296.jpg,0,0,10,0,6,18,happy
4021.jpg,0,0,13,0,12,8,confident
4785.jpg,0,0,1,0,2,18,happy
6965.jpg,0,0,4,0,10,26,happy
5703.jpg,0,0,14,0,28,26,neutral
4218.jpg,0,0,4,0,1,19,happy
149.jpg,0,0,1,0,3,13,happy
1059.jpg,0,0,12,0,5,19,happy
1564.jpg,0,0,8,0,9,29,neutral
2431.jpg,0,0,8,0,0,19,neutral
3039.jpg,0,0,16,0,3,32,happy
4107.jpg,0,0,17,0,35,20,happy
6224.jpg,0,0,7,0,0,28,happy
5105.jpg,0,0,1,0,0,12,neutral
3560.jpg,0,0,10,0,0,3,happy
3698.jpg,0,0,4,0,14,24,neutral
143.jpg,0,0,10,0,5,22,neutral
4004.jpg,0,0,7,0,40,45,happy
927.jpg,0,0,12,0,0,37,happy
810.jpg,0,0,16,0,2,19,happy
4630.jpg,0,0,0,0,0,4,happy
3970.jpg,0,0,13,0,7,36,happy
4804.jpg,0,0,7,0,3,17,happy
3403.jpg,0,0,16,0,2,29,neutral
4404.jpg,0,0,15,0,0,29,sad
6131.jpg,0,0,6,0,1,23,anxious
6172.jpg,0,0,7,0,0,22,happy
1671.jpg,0,0,6,0,1,11,angry
3921.jpg,0,0,1,0,0,10,angry
2524.jpg,0,0,0,0,7,17,happy
5974.jpg,0,0,8,0,24,19,happy
3834.jpg,0,0,5,0,0,9,neutral
5984.jpg,0,0,16,0,16,21,happy
6737.jpg,0,0,5,0,0,6,anxious
589.jpg,0,0,7,14,0,6,neutral
1114.jpg,0,0,11,0,5,29,angry
1834.jpg,0,0,11,0,5,16,angry
5258.jpg,0,0,1,0,12,25,neutral
2419.jpg,0,0,4,0,4,25,surprised
4724.jpg,0,0,5,19,10,26,happy
5424.jpg,0,0,11,0,5,20,anxious
2659.jpg,0,0,12,0,0,4,happy
191.jpg,0,0,7,0,16,27,sad
1053.jpg,0,0,7,0,0,27,happy
2911.jpg,0,0,9,0,2,16,happy
3419.jpg,0,0,8,0,12,29,happy
5548.jpg,0,0,9,0,0,26,happy
1651.jpg,0,0,10,0,10,25,happy
4886.jpg,0,0,7,0,4,12,surprised
5899.jpg,0,0,12,0,20,17,neutral
4934.jpg,0,0,10,0,0,16,neutral
5429.jpg,0,0,11,0,2,27,happy
6513.jpg,0,0,15,0,0,25,happy
4276.jpg,0,0,0,0,2,22,neutral
5894.jpg,0,0,15,0,7,22,confident
1567.jpg,0,0,11,0,4,26,confident
5514.jpg,1,0,8,0,0,3,neutral
3261.jpg,0,0,9,0,7,22,happy
6371.jpg,0,0,8,0,5,14,happy
3072.jpg,0,0,6,0,3,13,happy
1533.jpg,0,0,6,0,3,21,neutral
3108.jpg,0,0,0,0,0,20,happy
4712.jpg,0,0,8,0,0,23,anxious
207.jpg,0,0,12,0,4,20,happy
3345.jpg,0,0,11,0,5,17,angry
4230.jpg,0,0,10,0,2,30,happy
2161.jpg,0,0,7,0,4,29,happy
5872.jpg,0,0,12,0,0,38,happy
3728.jpg,14,0,13,0,0,24,neutral
3704.jpg,0,0,9,0,8,36,happy
3794.jpg,0,0,15,0,19,36,happy
1233.jpg,0,0,9,0,4,21,sad
2405.jpg,0,0,12,0,15,22,happy
4876.jpg,0,0,8,0,12,27,happy
3065.jpg,0,0,1,0,0,8,happy
521.jpg,0,0,14,0,0,15,neutral
5850.jpg,0,0,16,0,0,19,happy
4008.jpg,0,0,9,0,2,29,happy
4504.jpg,0,0,3,6,1,20,happy
3329.jpg,0,0,14,0,0,6,happy
5610.jpg,0,0,8,0,2,22,happy
2135.jpg,0,0,7,0,0,23,happy
1805.jpg,0,0,12,0,9,15,surprised
5942.jpg,0,0,3,0,5,22,happy
5141.jpg,0,0,1,0,0,18,neutral
5605.jpg,0,0,6,0,0,41,happy
2643.jpg,0,0,14,0,2,26,neutral
2398.jpg,0,0,17,0,4,32,neutral
6954.jpg,0,0,7,0,5,20,happy
5924.jpg,0,0,5,0,0,9,happy
1222.jpg,0,0,8,0,2,13,neutral
1999.jpg,0,0,10,0,5,19,neutral
572.jpg,0,0,11,0,0,13,sad
6831.jpg,0,0,9,0,0,28,neutral
6583.jpg,0,0,15,0,11,19,happy
3068.jpg,0,0,10,0,0,16,neutral
5363.jpg,0,0,18,0,0,31,happy
6447.jpg,0,0,0,0,4,38,happy
219.jpg,0,0,11,0,0,16,happy
6950.jpg,0,0,12,0,28,26,happy
581.jpg,0,0,15,0,0,20,happy
3260.jpg,0,0,5,0,3,22,neutral
5268.jpg,0,0,16,0,9,17,neutral
2924.jpg,0,0,20,0,0,9,neutral
289.jpg,0,0,13,0,0,29,happy
605.jpg,0,0,13,0,4,16,neutral
4362.jpg,0,0,11,0,10,21,happy
695.jpg,0,0,15,0,1,35,sad
5411.jpg,0,0,0,0,12,13,confident
2455.jpg,0,0,0,0,78,15,happy
5002.jpg,0,0,10,0,0,23,happy
6200.jpg,0,0,11,0,0,2,happy
4875.jpg,0,0,6,0,0,25,neutral
2113.jpg,0,0,4,0,0,20,happy
2667.jpg,0,0,7,0,3,20,sad
6865.jpg,0,0,5,0,8,31,happy
2258.jpg,0,0,10,0,11,11,happy
4500.jpg,0,0,5,7,0,29,happy
2679.jpg,0,0,6,0,0,4,happy
6970.jpg,0,0,10,0,9,11,anxious
4756.jpg,0,0,8,0,0,25,confident
1347.jpg,0,0,9,0,3,15,happy
1922.jpg,0,0,5,0,0,17,happy
4475.jpg,0,0,14,0,0,21,happy
1816.jpg,1,0,12,0,0,7,happy
3888.jpg,0,0,8,0,3,25,happy
6868.jpg,0,0,12,0,0,29,happy
470.jpg,0,0,16,0,4,25,neutral
5138.jpg,0,0,7,0,0,20,confident
1725.jpg,0,0,17,0,2,28,happy
1363.jpg,0,0,17,0,0,26,neutral
867.jpg,0,0,0,0,5,24,neutral
2539.jpg,0,0,13,0,0,30,neutral
5597.jpg,0,0,7,0,0,23,sad
6206.jpg,0,0,7,0,12,23,confident
2449.jpg,0,0,1,0,17,19,happy
6264.jpg,0,0,13,0,21,21,neutral
6809.jpg,0,0,9,0,0,18,happy
6119.jpg,0,0,17,0,29,23,happy
4054.jpg,0,0,5,0,0,14,happy
3096.jpg,0,0,11,0,0,16,happy
6400.jpg,0,0,11,0,0,23,neutral
5859.jpg,0,0,8,0,0,18,happy
839.jpg,0,0,13,0,12,37,sad
294.jpg,0,0,7,0,0,14,neutral
5302.jpg,0,0,18,0,13,16,happy
88.jpg,0,0,16,0,13,34,anxious
2129.jpg,0,0,13,0,6,29,sad
941.jpg,0,0,13,0,0,24,confident
2170.jpg,0,0,7,0,0,21,happy
4664.jpg,0,0,6,0,0,29,happy
229.jpg,0,0,18,0,5,31,happy
2622.jpg,0,0,7,0,0,17,neutral
611.jpg,3,0,8,0,10,13,happy
5539.jpg,0,0,8,0,9,21,happy
5209.jpg,0,0,5,0,8,18,happy
2182.jpg,0,0,11,0,0,0,confident
2049.jpg,0,0,9,8,0,11,happy
4994.jpg,0,0,31,0,31,12,happy
3392.jpg,0,0,9,0,0,24,neutral
856.jpg,0,0,9,0,3,24,confident
148.jpg,0,0,13,7,27,26,happy
2770.jpg,0,0,5,0,4,16,anxious
3937.jpg,0,0,11,0,4,28,neutral
3457.jpg,0,0,10,0,3,32,happy
551.jpg,0,0,4,0,7,38,happy
6782.jpg,0,0,5,0,0,26,happy
2938.jpg,0,0,14,0,10,21,happy
531.jpg,0,0,8,13,8,18,happy
2681.jpg,3,0,14,0,0,8,surprised
82.jpg,0,0,0,0,0,7,neutral
5800.jpg,0,0,18,0,0,21,neutral
1355.jpg,0,0,11,0,9,15,happy
3030.jpg,0,0,8,0,0,21,confident
2062.jpg,0,0,9,0,0,11,anxious
4034.jpg,0,0,4,0,7,13,happy
2352.jpg,0,0,8,0,10,17,anxious
5748.jpg,0,0,16,0,0,18,happy
5370.jpg,0,0,16,0,0,11,happy
4505.jpg,0,0,8,0,0,29,sad
2144.jpg,0,0,12,0,9,21,happy
2211.jpg,0,0,10,0,7,31,sad
955.jpg,0,0,6,0,35,20,happy
4216.jpg,0,0,3,0,0,26,happy
3466.jpg,0,0,14,0,0,29,neutral
3836.jpg,0,0,9,0,0,26,sad
785.jpg,0,0,11,0,0,13,neutral
1227.jpg,0,0,18,0,0,17,anxious
6466.jpg,0,0,13,0,15,9,angry
6815.jpg,0,0,13,0,6,11,neutral
567.jpg,0,0,5,0,8,18,happy
624.jpg,0,0,13,0,3,35,angry
1728.jpg,0,0,7,0,10,12,happy
4100.jpg,0,0,13,0,0,31,happy
714.jpg,0,0,14,0,4,29,confident
6389.jpg,0,0,5,0,0,20,happy
392.jpg,0,0,9,0,0,19,neutral
5543.jpg,0,0,10,0,5,17,surprised
2175.jpg,0,0,9,0,4,15,happy
6145.jpg,0,0,0,0,0,11,angry
4302.jpg,0,0,18,0,3,29,angry
5329.jpg,0,0,1,0,3,21,neutral
3051.jpg,0,0,4,0,5,33,happy
2468.jpg,0,0,10,0,0,31,happy
5357.jpg,0,0,9,0,0,0,happy
408.jpg,0,0,10,0,0,22,anxious
2746.jpg,0,0,11,0,5,19,happy
3087.jpg,0,0,8,0,0,31,happy
1379.jpg,0,0,14,0,5,26,happy
835.jpg,0,0,0,0,0,24,happy
6689.jpg,0,0,7,0,4,18,confident
878.jpg,0,0,10,0,0,14,happy
5446.jpg,0,0,12,0,3,25,happy
4453.jpg,2,0,15,0,0,12,happy
5401.jpg,0,0,14,0,0,23,neutral
1742.jpg,9,0,12,0,0,9,happy
6829.jpg,0,0,13,0,0,25,neutral
3643.jpg,0,0,13,0,1,24,neutral
3882.jpg,0,0,15,0,0,26,neutral
1074.jpg,0,0,16,0,0,30,happy
3710.jpg,0,0,10,0,0,24,happy
3439.jpg,0,0,0,0,26,13,happy
1872.jpg,0,0,12,0,3,22,happy
5902.jpg,0,0,15,0,1,28,neutral
3206.jpg,0,0,14,0,0,16,anxious
1402.jpg,0,0,0,0,0,9,happy
1912.jpg,0,0,2,0,0,16,neutral
3647.jpg,0,0,8,0,0,27,happy
5745.jpg,0,0,15,0,12,22,sad
1878.jpg,0,0,11,0,4,23,neutral
5856.jpg,0,0,7,0,0,19,happy
1524.jpg,0,0,3,0,0,12,happy
6656.jpg,0,0,4,0,5,20,neutral
1131.jpg,0,0,5,0,1,17,happy
1263.jpg,0,0,10,0,0,15,angry
1882.jpg,0,0,15,0,13,28,angry
6977.jpg,0,0,21,0,0,29,happy
2407.jpg,0,0,10,0,0,0,happy
5087.jpg,0,0,18,0,0,27,happy
5971.jpg,0,0,7,2,20,45,happy
3156.jpg,0,0,11,0,9,35,happy
3368.jpg,0,0,7,0,2,28,confident
3402.jpg,0,0,10,0,2,17,happy
5881.jpg,7,0,9,24,0,0,happy
1855.jpg,0,0,2,0,0,8,happy
5995.jpg,0,0,12,0,0,29,happy
2726.jpg,0,0,13,0,0,1,happy
3009.jpg,0,0,5,10,6,12,happy
1772.jpg,0,0,12,0,4,32,angry
3788.jpg,0,0,5,0,0,22,happy
280.jpg,0,0,12,0,6,19,happy
2969.jpg,0,0,7,0,8,8,happy
2212.jpg,0,0,6,0,0,26,surprised
6581.jpg,0,0,9,0,8,24,happy
5738.jpg,0,0,6,0,4,20,neutral
491.jpg,0,0,2,0,7,20,happy
6457.jpg,0,0,1,0,2,16,confident
2168.jpg,1,0,5,0,1,2,happy
3328.jpg,0,0,10,0,0,42,surprised
6350.jpg,0,0,6,0,8,26,surprised
583.jpg,0,0,5,0,0,3,neutral
3528.jpg,0,0,18,0,0,15,happy
1705.jpg,6,0,17,0,0,6,happy
616.jpg,0,0,2,0,6,41,confident
6209.jpg,0,0,3,0,3,13,anxious
5392.jpg,0,0,13,0,7,17,neutral
1418.jpg,0,0,7,0,4,18,happy
4877.jpg,0,0,12,0,0,37,angry
4057.jpg,0,0,8,0,0,23,confident
6744.jpg,0,0,6,0,4,19,happy
614.jpg,0,0,4,0,2,25,sad
2063.jpg,0,0,7,0,28,21,neutral
158.jpg,0,0,1,0,4,17,happy
1652.jpg,0,0,12,0,4,25,anxious
2378.jpg,0,0,13,0,3,37,neutral
3185.jpg,0,0,13,0,18,27,confident
4878.jpg,0,0,14,0,3,14,surprised
4010.jpg,0,0,8,0,2,36,happy
319.jpg,0,0,6,0,0,25,neutral
5020.jpg,0,0,18,0,0,26,neutral
1044.jpg,0,0,6,0,9,10,confident
1852.jpg,0,0,10,0,1,34,happy
4718.jpg,0,0,12,0,1,21,neutral
1307.jpg,0,0,12,0,3,26,happy
266.jpg,0,0,14,0,10,40,neutral
4765.jpg,0,0,5,0,1,21,happy
520.jpg,0,0,12,0,0,8,neutral
2665.jpg,0,0,9,0,2,27,anxious
3742.jpg,0,0,10,0,3,15,neutral
5732.jpg,0,0,6,0,1,17,neutral
4543.jpg,0,0,9,0,3,29,happy
1693.jpg,0,0,12,0,4,23,happy
464.jpg,0,0,17,0,2,29,happy
1243.jpg,0,0,8,0,0,20,confident
1125.jpg,0,0,0,0,7,16,happy
5500.jpg,0,0,12,0,8,24,angry
1998.jpg,0,0,11,0,0,31,neutral
3612.jpg,0,0,3,0,2,18,neutral
6577.jpg,0,0,9,0,0,17,happy
995.jpg,0,0,3,0,3,15,surprised
5676.jpg,0,0,18,0,5,62,happy
644.jpg,3,0,11,0,11,8,anxious
1423.jpg,0,0,0,0,1,6,happy
1609.jpg,0,0,9,0,9,27,angry
6951.jpg,0,0,4,0,4,13,anxious
6110.jpg,0,0,5,16,17,29,happy
4991.jpg,0,0,19,0,0,1,neutral
1897.jpg,0,0,18,0,8,24,happy
4736.jpg,0,0,12,0,0,32,neutral
6268.jpg,0,0,14,0,8,16,happy
4746.jpg,0,0,2,0,0,19,neutral
3280.jpg,0,0,14,0,5,20,happy
1262.jpg,0,0,8,0,0,12,neutral
4807.jpg,0,0,7,0,1,7,angry
2810.jpg,0,0,4,0,0,19,happy
2301.jpg,0,0,9,0,0,29,happy
1073.jpg,0,0,2,0,1,28,neutral
4399.jpg,0,0,8,0,0,29,happy
5551.jpg,0,0,11,0,0,11,neutral
1750.jpg,0,0,18,0,5,17,neutral
2620.jpg,0,0,5,0,5,18,neutral
3715.jpg,0,0,12,0,2,23,happy
1884.jpg,0,0,16,0,31,38,neutral
2048.jpg,0,0,14,0,0,28,happy
3304.jpg,0,0,8,0,6,35,happy
2755.jpg,0,0,9,0,10,26,happy
2473.jpg,0,0,11,0,0,30,neutral
1963.jpg,0,0,11,0,0,8,angry
3287.jpg,0,0,14,0,2,20,happy
2454.jpg,0,0,9,0,0,25,anxious
2011.jpg,0,0,9,0,0,24,happy
4816.jpg,0,0,4,0,0,13,happy
5210.jpg,0,0,8,0,2,34,neutral
2172.jpg,0,0,18,0,6,28,anxious
3316.jpg,0,0,12,0,6,9,happy
2537.jpg,0,0,12,0,12,22,angry
6554.jpg,0,0,10,0,0,29,confident
3179.jpg,0,0,11,0,4,22,confident
1072.jpg,0,0,12,0,0,9,happy
6120.jpg,0,0,7,0,0,1,happy
